exper_data_id	pop_label	data_group_name	data_id	date_str	time_str	exper_duration_s	trackL	n_tracks	mean_nb_tracks	logD	temperature	rel_humidity	location_label	env_label	T12	T13	T21	T23	T31	T32	mean_still	mean_forward	mean_backward
B202-20180326_130823_proc	PB250L448	B202	PB250L448_NGM_B202	20180326	130823	1297.761	148.589478941235	15869	1816.9496858963	3.25934290119898	26.9	22	Paris2	NGM	-0.726960723018391	-1.70336211687418	-2.460608889289	-5.65348222166425	-0.626148069376619	-1.521121803713	-2.364184095761	2.1155345729546	-3.81080736968379
B202-20180326_134915_proc	PB250L475	B202	PB250L475_NGM_B202	20180326	134915	1223.488	214.53316680544	8067	1414.51248939056	3.1506067863985	26.8	22	Paris2	NGM	-1.28780669003442	-2.13345838427862	-2.52774581783529	-5.76403245863488	-0.711103206368157	-3.48673778972207	-1.93700542698805	1.65947798836193	-3.35123112400223
B202-20180326_141027_proc	N2250L545	B202	N2250L545_NGM_B202	20180326	141027	1293.909	846.545321637427	958	626.775467307712	2.79711198935782	26.8	22	Paris2	NGM	-1.56220370779072	-2.73461556274287	-0.176610994461768	-4.60205858849794	0.0186376142791215	-3.06170215291212	0.606034616048188	-0.789289733206912	-3.16143440303737
B202-20180326_143359_proc	PB250L423	B202	PB250L423_NGM_B202	20180326	143359	1199.248	183.211168164313	7924	1210.5630332792	3.08298740781544	26.9	22	Paris2	NGM	-0.911114147459858	-1.76339516577143	-2.05736698006736	-5.44423383427003	-0.245727593419782	-1.96687590579285	-1.80574541623584	1.59317868652751	-3.55511655294825
B202-20180326_145439_proc	PB250L414	B202	PB250L414_NGM_B202	20180326	145439	1297.897	146.726311150286	17073	1930.09022308307	3.28557761080636	26.7	23	Paris2	NGM	-0.789828668796455	-1.56541150899062	-2.18626122025115	-5.09968224455246	-0.585415317152841	-1.30615799952052	-2.0859758220981	1.80223402677941	-3.43855716098368
B202-20180326_155128_proc	N2250L569	B202	N2250L569_NGM_B202	20180326	155128	1296.949	217.724479682854	10899	1829.66261901079	3.26237101529867	26.5	23	Paris2	NGM	-1.412787291675	-2.22200764753436	-1.8909689063541	-5.24940977625048	-0.778303110055851	-2.27874760623415	-1.19473247057292	0.928300925332006	-2.92656363483061
B202-20180326_163544_proc	PB250L488	B202	PB250L488_NGM_B202	20180326	163544	1297.373	184.482829847663	10269	1460.22322008062	3.16441925019483	26.2	23	Paris2	NGM	-1.15592097650576	-2.2340769306817	-2.24683935058036	-5.38755802102007	-0.396959450133886	-2.0524131622661	-1.83314407276618	1.64250243338732	-3.69433797371634
B203-20180330_102841_proc	N2250L517	B203	N2250L517_NGM_B203	20180330	102841	1296.027	350.119079386258	7901	2134.43921016369	3.32928379040424	24.7	29	Paris2	NGM	-1.78761977583667	-2.26244268176138	-1.45168866001753	-4.68951875320162	-0.745426652260188	-2.55435222813448	-0.588879291075235	0.226107556722356	-2.35308750208364
B203-20180330_105917_proc	N2250L514	B203	N2250L514_NGM_B203	20180330	105917	1243.584	252.195581546459	5993	1215.3647202022	3.0847066254259	24.9	30	Paris2	NGM	-1.41587773578316	-2.3642210326059	-1.87856370070215	-6.19714469119898	-0.48040588745056	-3.56553436931649	-1.23568681731232	1.04496340708969	-3.31660870478749
B203-20180330_112104_proc	PB250L425	B203	PB250L425_NGM_B203	20180330	112104	1201.226	101.37858559154	29400	2481.24034643878	3.39466883443605	25	30	Paris2	NGM	-1.01472018305046	-2.31565336330516	-3.02170043981018	-5.05197662224912	-1.33806932495033	-0.518646569709196	-3.44160019945386	3.16043102163909	-4.62985821909577
B203-20180330_114152_proc	N2250L503	B203	N2250L503_NGM_B203	20180330	114152	1296.633	212.940178571429	9945	1633.22241211882	3.21304533095751	25.2	30	Paris2	NGM	-1.22615529695899	-1.74086370783037	-1.96005579330884	-3.92756808526697	-0.771228798673138	-1.32141145952828	-1.577565776346	1.1181767369045	-2.50929494973223
B203-20180330_131930_proc	PB250L479	B203	PB250L479_NGM_B203	20180330	131930	1297.673	132.821542383684	20794	2128.34138671786	3.32804129020029	25.2	30	Paris2	NGM	-0.862384320026079	-1.97478362094476	-2.80265764614854	-5.09429707478998	-1.10234559400013	-2.00620408375922	-2.73770218351724	2.32691812960289	-3.54227347776313
B203-20180330_134151_proc	N2250L593	B203	N2250L593_NGM_B203	20180330	134151	1274.242	129.196679592826	26730	2710.1816181826	3.43299839535101	25.2	29	Paris2	NGM	-0.570408328441495	-1.99735243428944	-2.94867727834282	-5.22526118125467	-1.57156104986696	-1.78680306947199	-3.1340650577437	2.63327306442521	-3.65117495098945
B203-20180330_140355_proc	PBancL0	B203	PBancL0_NGM_B203	20180330	140355	1296.823	170.162507090187	13563	1779.6677601062	3.2503389329717	25.3	29	Paris2	NGM	-1.18480772304364	-2.00344105276855	-1.91773666840954	-3.83046333590666	-0.863963189917067	-1.00781547328874	-1.42610153437735	1.12313514622267	-2.90873650998325
B203-20180330_150835_proc	N2250L508	B203	N2250L508_NGM_B203	20180330	150835	1214.8	423.57457846952	1291	450.143876197029	2.65335134633452	25.3	30	Paris2	NGM	-1.31608869110486	-2.26262605175979	-1.24991506145418	-6.36327706884151	-0.112408859616794	-4.66662113180047	-0.570393947991332	0.378520531845696	-3.04721533194496
B203-20180330_152932_proc	N2250L585	B203	N2250L585_NGM_B203	20180330	152932	1296.079	393.858745537991	4052	1231.3413278974	3.09037845607903	25.3	30	Paris2	NGM	-1.57042558260487	-2.08871001569157	-1.21448329972609	-5.34193754609309	-0.490453189594419	-3.40637330798269	-0.537137200331743	0.172773526812415	-2.33755640598573
