exper_data_id	pop_label	data_group_name	data_id	date_str	time_str	exper_duration_s	trackL	n_tracks	mean_nb_tracks	logD	temperature	rel_humidity	location_label	env_label	T12	T13	T21	T23	T31	T32	mean_still	mean_forward	mean_backward
B203-20180330_155155_proc	PB250L442	B203	PB250L442_NGM_B203	20180330	155155	1194.304	641.914893617021	336	180.593386822215	2.25670184277037	25.4	29	Paris2	NGM	0.00533718025099577	-2.26986104075183	-0.412726184351426	-6.59519792105343	-0.0434318198721912	-4.26628957914637	-0.700186929243038	0.567470086794948	-3.47438154369577
B203-20180330_161229_proc	N2ancL0	B203	N2ancL0_NGM_B203	20180330	161229	1296.551	254.403447175231	7801	1530.67738285187	3.18488366515184	25.5	29	Paris2	NGM	-1.43449237016886	-2.274353597826	-1.3578618895851	-4.37979060815564	-0.690049791278812	-1.82317648426762	-0.698042585143074	0.414925642215755	-2.65820199326823
B203-20180330_165705_proc	N2250L555	B203	N2250L555_NGM_B203	20180330	165705	1296.416	205.340665383558	9694	1535.44264358679	3.18623359802493	25.5	29	Paris2	NGM	-1.35431173586756	-2.08707342561335	-1.68793279882401	-5.24846504857081	-0.650004419751903	-2.64812780741904	-1.09276167544575	0.794794794653134	-2.75080029072776
B204-20180402_101347_proc	PB250L461	B204	PB250L461_NGM_B204	20180402	101347	1198.071	178.155207624234	7499	1115.11413094394	3.04731931931471	25.4	25	Paris2	NGM	-0.682137133780304	-1.40714236089488	-1.72049567033574	-5.1248324096313	-0.394465265122673	-1.98683631474212	-1.78123032210444	1.42370759172905	-2.94591938850266
B204-20180402_103410_proc	PB250L446	B204	PB250L446_NGM_B204	20180402	103410	1200.048	150.13007213706	14055	1758.32813677985	3.2450999257404	25	24	Paris2	NGM	-0.84930091775227	-1.56327679547437	-2.12279908890621	-4.60002409773599	-0.692572936284299	-1.61978235529598	-2.05732962386044	1.6668468859938	-3.04275789457886
B204-20180402_105449_proc	N2250L582	B204	N2250L582_NGM_B204	20180402	105449	1196.848	536.694956949569	1672	749.764354387257	2.87492478916514	24.7	24	Paris2	NGM	-1.5972413005447	-2.37146222320905	-0.758136849534953	-5.96830473980792	-0.0455000695102196	-4.37223134138849	-0.202109550412094	0.0111966060275974	-2.99710196306688
B204-20180402_111515_proc	PB250L470	B204	PB250L470_NGM_B204	20180402	111515	1199.802	201.319266689727	5796	972.532525978167	2.98790413505339	24.4	25	Paris2	NGM	-0.691305246718094	-1.79490635318334	-1.9724797681128	-6.34197839579712	-0.370324382860852	-3.42028835052865	-1.8291177961475	1.58220820176962	-3.40499985352198
B204-20180402_113556_proc	PB250L435	B204	PB250L435_NGM_B204	20180402	113556	1297.654	276.562433297759	4600	980.37473253247	2.99139210953319	24.6	25	Paris2	NGM	-1.0040223627475	-1.73582136797474	-1.25472851563884	-4.49404334512366	-0.425758744389235	-2.48240645574112	-1.12678828762212	0.716189670900834	-2.39599907051266
B204-20180402_115813_proc	N2250L554	B204	N2250L554_NGM_B204	20180402	115813	1197.326	268.930742401594	3991	896.416341852397	2.95250976521201	24.4	25	Paris2	NGM	-1.0011742917213	-2.1942928537459	-1.33474399029129	-4.09716672435743	-0.309396596480936	-1.68798083052623	-0.946055012484417	0.71873824143505	-2.98753891520182
B204-20180402_121846_proc	N2250L552	B204	N2250L552_NGM_B204	20180402	121846	1197.416	257.781677301732	5705	1228.18174219017	3.08926263699258	24.4	25	Paris2	NGM	-0.934327949057917	-1.46702971035298	-1.56362748469984	-4.33909063920718	-0.608867773362163	-2.30280184590595	-1.37809572437596	0.839492803452396	-2.19360086342727
B204-20180402_123919_proc	N2250L516	B204	N2250L516_NGM_B204	20180402	123919	1197.27	467.763888888889	4013	1567.84725760364	3.19530375068832	24.2	25	Paris2	NGM	-2.01008071661568	-2.45745991269482	-1.18905287732484	-4.3304608623623	-0.587334318368882	-2.7964877275646	-0.0745235177002358	-0.282858214242545	-2.32752238214583
B204-20180402_130000_proc	PBancL0	B204	PBancL0_NGM_B204	20180402	130000	1196.619	214.557341124909	6242	1119.20914117332	3.04891124861111	24.3	25	Paris2	NGM	-1.21817063886748	-2.06281184973553	-1.38140698301858	-4.69766220034547	-0.426722954956736	-2.01826375530488	-1.06187435524738	0.805344804379215	-2.90449207728847
B204-20180402_132028_proc	N2250L567	B204	N2250L567_NGM_B204	20180402	132028	1198.089	408.780471821756	2863	976.837689708935	2.98982240781319	24.4	25	Paris2	NGM	-1.32891723531633	-2.11221335367591	-0.86182650617947	-5.14635316420472	-0.252009053435579	-3.36787877790333	-0.250220231339404	-0.0572406189459713	-2.49035708164863
B204-20180402_134119_proc	PB250L451	B204	PB250L451_NGM_B204	20180402	134119	1205.318	273.118370484243	2659	602.514645195377	2.77996760767884	24.4	25	Paris2	NGM	-0.909187405082454	-1.43757765695482	-1.05713662982516	-4.74245335604012	-0.0475769304779638	-2.93272791275379	-0.947319671146812	0.568167000808871	-2.41235095376558
B204-20180402_140157_proc	N2ancL0	B204	N2ancL0_NGM_B204	20180402	140157	1297.146	211.962901208837	4997	816.545413808899	2.911980343902	24.6	26	Paris2	NGM	-0.925580624438168	-1.91603981572141	-1.35696153908136	-5.29606885015843	-0.0435140623119278	-2.53188966245616	-1.17494268444735	0.976304169080514	-3.24068653858708
B205-20180604_100026_proc	PB250L453	B205	PB250L453_NGM_B205	20180604	100026	1265.506	305.847804878049	1982	479.010253027874	2.68034480941826	28.2	45	Paris2	NGM	-0.989653094358288	-1.53560854018021	-1.43005417342014	-5.07012992743691	0.226280671474715	-2.46727061369532	-1.31359365365733	1.07201542298584	-3.09935476089705
B205-20180604_102203_proc	N2250L529	B205	N2250L529_NGM_B205	20180604	102203	1211.04	156.382640144665	12584	1624.98277809195	3.21084876259534	28	46	Paris2	NGM	-1.58887708644216	-2.21871953085042	-2.33679335644786	-4.27042032006049	-0.819911966336804	-1.45055088602902	-1.58133786241674	1.30609787163245	-3.11397534553447
B205-20180604_104320_proc	PB250L469	B205	PB250L469_NGM_B205	20180604	104320	1195.685	169.939034259509	9009	1280.42148194877	3.10735295179945	28	46	Paris2	NGM	-0.857083164618619	-1.72484356544132	-2.08271947010191	-4.85738522213658	-0.432876070779884	-1.9356131030381	-1.9360036187128	1.65660285041356	-3.34282236334615
B205-20180604_110345_proc	PB250L472	B205	PB250L472_NGM_B205	20180604	110345	1232.331	222.85736196319	2818	509.613120186273	2.70724060055012	28.2	47	Paris2	NGM	-0.935889559548482	-1.76571887852094	-2.13891647430071	-5.43585428716554	-0.0425364847358004	-2.25759628698445	-1.94824452384791	1.73738355244197	-3.66764439173427
B205-20180604_112442_proc	PBancL0	B205	PBancL0_NGM_B205	20180604	112442	1298.422	290.764084507042	1854	415.178280001461	2.61823462537449	28.4	46	Paris2	NGM	-1.1457114777592	-1.73884855331805	-1.11240493181626	-3.98061249390532	0.220277288018818	-1.67946335524586	-0.899522882262311	0.682687684528923	-3.02039060134401
B205-20180604_115002_proc	N2250L513	B205	N2250L513_NGM_B205	20180604	115002	1297.129	234.730301842415	7539	1364.26812259225	3.13489973155142	28.4	46	Paris2	NGM	-1.506892329472	-1.76428639508346	-1.54313207260089	-3.55655154552486	-0.79608324270166	-1.71953283577728	-0.896965074709351	0.389099359447673	-2.04795128917151
B205-20180604_121453_proc	PB250L432	B205	PB250L432_NGM_B205	20180604	121453	1198.049	274.719612229679	2888	662.235217523919	2.82101227271567	28.5	46	Paris2	NGM	-1.16785433409504	-1.82868757532791	-1.60988974321801	-4.99490327778924	0.042766742426006	-2.58619734523437	-1.44898810571779	1.2060734440998	-3.17184242464805
B205-20180604_123532_proc	N2250L584	B205	N2250L584_NGM_B205	20180604	123532	1234.003	161.481946279172	18020	2358.10178091194	3.37256254627835	28.6	46	Paris2	NGM	-1.22271214975391	-1.75885691232468	-2.13489274107394	-3.94865630233665	-1.15695266060986	-1.16936942837247	-1.71435176142563	1.28605283494428	-2.68404298947585
B205-20180604_131707_proc	N2ancL0	B205	N2ancL0_NGM_B205	20180604	131707	1297.67	255.435812060673	5279	1039.12832374047	3.01666918264007	28.7	46	Paris2	NGM	-1.17479879481834	-2.02993958565171	-1.20995349682561	-4.34528122919655	-0.449757803281906	-1.79203111852883	-0.823982315415431	0.538094064103623	-2.68754879445461
B205-20180604_134531_proc	N2250L583	B205	N2250L583_NGM_B205	20180604	134531	1297.398	167.741031841999	14852	1920.2201675333	3.28335102665301	28.8	46	Paris2	NGM	-1.06417196184077	-1.80918176312408	-1.84799833752826	-4.00108038593783	-0.973780296760418	-1.18189164699284	-1.4666144780302	1.09851961874894	-2.70703290188255
B205-20180604_143240_proc	N2250L590	B205	N2250L590_NGM_B205	20180604	143240	1295.998	241.635851183766	5695	1061.8196729405	3.02605076750199	28.9	46	Paris2	NGM	-1.2479207619633	-1.77414276760275	-0.941478305265809	-3.37128590407842	-0.500530813764832	-1.59993233781748	-0.553104676946583	0.110645003430835	-2.1194309217048
B205-20180604_145645_proc	PB250L449	B205	PB250L449_NGM_B205	20180604	145645	1297.989	121.787963161277	16506	1548.72816328954	3.1899751959751	29	46	Paris2	NGM	-0.879571688622175	-1.502990492749	-2.59247853030542	-4.22280616126111	-0.658014942292172	-0.873503930351509	-2.62287541025576	2.25516374949483	-3.5760416629276
B205-20180604_152413_proc	N2250L597	B205	N2250L597_NGM_B205	20180604	152413	1198.554	141.733937562941	14685	1736.56161767578	3.23969019780619	29.1	45	Paris2	NGM	-0.903138353218764	-1.786270774835	-1.99800020925483	-4.59973681926918	-0.831553385579388	-1.35328089401395	-1.87129806562588	1.52744976635591	-3.0556185177902
B205-20180604_154441_proc	N2250L598	B205	N2250L598_NGM_B205	20180604	154441	1296.89	146.682468220339	15632	1768.02993563089	3.24748961405332	29.1	45	Paris2	NGM	-1.15775542849473	-1.4936739491735	-2.06744727544177	-4.03300141091927	-1.02802926822529	-1.31004425262804	-1.80176330435034	1.31165218460188	-2.57790613917096
B205-20180604_161046_proc	N2250L547	B205	N2250L547_NGM_B205	20180604	161046	1201.325	169.998581224876	8325	1178.06437783039	3.07116902404407	29.2	44	Paris2	NGM	-0.385870001665397	-1.55171020413448	-1.90516453525884	-5.57293151443865	-0.551790466168345	-1.79745749044085	-2.12700666214138	1.81447157354622	-3.3590804290813
B205-20180604_163124_proc	PB250L439	B205	PB250L439_NGM_B205	20180604	163124	1207.669	164.231299927378	9467	1287.42040775452	3.10972038913731	29.3	45	Paris2	NGM	-0.829672769017235	-1.54847110808765	-1.60821045421502	-3.89224382684519	-0.420370310480406	-1.13693545956966	-1.51677962308181	1.19149788947208	-2.88191348260307
B205-20180604_165208_proc	PB250L444	B205	PB250L444_NGM_B205	20180604	165208	1297.924	550.972972972973	249	105.70131245764	2.0240803798294	28.2	44	Paris2	NGM	-1.09070104176	-1.37648510960989	-0.582642178953021	-3.18867012846812	0.853239179343641	-1.73504019970092	-0.699057199418869	0.48081692444695	-2.94364038220903
B206-20180608_093137_proc	N2250L566	B206	N2250L566_NGM_B206	20180608	93137	1271.687	337.243362831858	6755	1791.38334820534	3.25318853291509	29.1	44	Paris2	NGM	-1.85763776741593	-2.30962534596743	-1.17382187245074	-3.57834192081496	-0.59625141479026	-1.77936823303103	-0.301096003828296	-0.0399971731805626	-2.38002815677193
B206-20180608_095340_proc	N2ancL0	B206	N2ancL0_NGM_B206	20180608	95340	1297.605	255.965330788804	8568	1690.12215134688	3.22791809380824	28.8	46	Paris2	NGM	-1.6013419888225	-2.27155251346135	-1.46588894976077	-4.18628746873928	-0.695124350448751	-1.69696751559354	-0.701146900767203	0.409311310272869	-2.62543539564708
B206-20180608_101654_proc	PB250L436	B206	PB250L436_NGM_B206	20180608	101654	1224.081	164.650673677292	8914	1199.0187782993	3.07882598480686	28.2	47	Paris2	NGM	-0.837114245512996	-1.59830445681386	-1.93042050730009	-5.13626526979701	-0.197512900607211	-1.5636632995555	-1.82904719769688	1.59364794291937	-3.45839597086785
B206-20180608_103748_proc	N2250L548	B206	N2250L548_NGM_B206	20180608	103748	1297.108	342.822020309995	3734	986.885767289632	2.99426688569204	28.2	48	Paris2	NGM	-1.64458502070952	-2.62263489602601	-1.57352586194599	-6.15063055176564	-0.322326434640223	-3.51717371445637	-0.837154861546794	0.69098367628068	-3.41987886594232
B206-20180608_112750_proc	N2250L505	B206	N2250L505_NGM_B206	20180608	112750	1198.916	142.749924585219	13113	1561.31018443825	3.1934891926252	28.2	48	Paris2	NGM	-1.46791363803554	-2.23881320526874	-3.08946707440575	-4.51117254023827	-1.46721586206646	-0.757915375283182	-2.72898831192956	2.396179201659	-3.78612641908215
B206-20180608_114815_proc	N2250L558	B206	N2250L558_NGM_B206	20180608	114815	1220.628	178.250658472344	10350	1511.43044005935	3.17938816461768	28.2	48	Paris2	NGM	-1.62363038591434	-2.28174042153714	-2.07471583128537	-4.28578667931322	-0.723725684481209	-1.66062367940377	-1.3089579413099	1.04150234943971	-2.98301883619976
B206-20180608_120901_proc	N2250L586	B206	N2250L586_NGM_B206	20180608	120901	1296.699	325.451885199775	3406	854.854612358329	2.93189225926677	28.3	48	Paris2	NGM	-1.55307012759883	-2.30015585293143	-1.22004104614491	-4.81187229126968	-0.296007218207344	-2.51038519645905	-0.524149112068829	0.288222968664343	-2.81429776832396
B206-20180608_123446_proc	PB250L459	B206	PB250L459_NGM_B206	20180608	123446	1298.605	169.21377672209	12800	1667.89465776179	3.22216861764616	27.9	50	Paris2	NGM	-0.997739589666469	-2.05547278993596	-2.17390288828128	-4.35754660554057	-1.17167927248619	-1.94256685088871	-1.98898966064773	1.55426217562034	-2.86115148028417
B206-20180608_125807_proc	PB250L416	B206	PB250L416_NGM_B206	20180608	125807	1298.638	127.550272798129	43824	4304.32742234959	3.63390529990535	28.2	49	Paris2	NGM	-1.47899511434844	-2.36502949769606	-2.46210420366004	-3.78229331125353	-1.1663413819045	-1.00144648836155	-1.77616649787594	1.44799649961047	-3.04271668660758
B206-20180608_133131_proc	N2250L526	B206	N2250L526_NGM_B206	20180608	133131	1231.877	264.03367003367	1259	269.84706311782	2.43111769578027	28.1	49	Paris2	NGM	-1.48034615578408	-2.3744618947243	-0.615790248616469	-4.3058291169996	0.145265646228241	-2.42963701977864	-0.298145700771754	0.129321213090812	-3.13456379837969
B206-20180608_135240_proc	PB250L456	B206	PB250L456_NGM_B206	20180608	135240	1198.072	128.003670686943	14013	1497.16831487267	3.17527062740474	28	50	Paris2	NGM	-0.768559426077362	-1.47215711466979	-2.28176492987686	-3.56860056197165	-0.558913927744542	-0.69357044109768	-2.24235297373414	1.83645729473423	-3.14068985592799
B206-20180608_141314_proc	N2250L511	B206	N2250L511_NGM_B206	20180608	141314	1296.255	272.496573962112	8730	1835.20610581193	3.26368484547656	28	49	Paris2	NGM	-1.62941587917646	-1.92284622250868	-1.41201642144956	-3.86291511286608	-0.780011398700806	-2.08438574035489	-0.655087140389954	0.166806565715334	-2.02550748730011
B206-20180608_143547_proc	PB250L443	B206	PB250L443_NGM_B206	20180608	143547	1298.932	137.618491236982	13737	1455.39967767553	3.16298227440311	27.8	49	Paris2	NGM	-0.949450705095828	-1.82503977696974	-2.10404092430705	-4.57021439428182	-0.324396341098102	-1.43502195996633	-1.90377025169407	1.65968123957678	-3.47189941716205
B206-20180608_154559_proc	PB250L445	B206	PB250L445_NGM_B206	20180608	154559	1199.814	114.291161956034	6912	658.419147834671	2.81850245233486	28.2	48	Paris2	NGM	-0.816918418875681	-1.48118496991247	-2.03815842272883	-4.98763651778081	-0.0231981732361145	-1.78834095187009	-2.06409294134375	1.82876423882571	-3.63325490148894
